build_id,ship_name,upgrade_name
3896,Imperial II-class Star Destroyer (120),Electronic Countermeasures (7)
3896,Imperial II-class Star Destroyer (120),Linked Turbolaser Towers (7)
3897,Arquitens-class Light Cruiser (52),Hand of Justice (2)
3897,Arquitens-class Light Cruiser (52),Captain Needa (2)
3897,Arquitens-class Light Cruiser (52),Turbolaser Reroute Circuits (7)
3898,Gozanti-class Cruisers (23),Hondo Ohnaka (2)
3898,Gozanti-class Cruisers (23),Boosted Comms (4)
3899,Nebulon-B Escort Frigate (57),Yavaris (5)
3899,Nebulon-B Escort Frigate (57),Flight Commander (3)
3899,Nebulon-B Escort Frigate (57),Auxiliary Shields Team (3)
3900,Modified Pelta-class Command Ship (60),Ahsoka Tano (2)
3900,Modified Pelta-class Command Ship (60),Fighter Coordination Team (3)
3900,Modified Pelta-class Command Ship (60),"All Fighters, Follow Me! (5)"
3901,Modified Pelta-class Command Ship (60),Wedge Antilles (4)
3901,Modified Pelta-class Command Ship (60),Fighter Coordination Team (3)
3902,GR-75 Medium Transports (18),Bright Hope (2)
3902,GR-75 Medium Transports (18),Toryn Farr (7)
3902,GR-75 Medium Transports (18),Bomber Command Center (8)
3903,Imperial II-class Star Destroyer (120),Chimaera (4)
3903,Imperial II-class Star Destroyer (120),Expert Shield Tech (5)
3903,Imperial II-class Star Destroyer (120),Local Fire Control (4)
3903,Imperial II-class Star Destroyer (120),Flak Guns (3)
3903,Imperial II-class Star Destroyer (120),Early Warning System (7)
3903,Imperial II-class Star Destroyer (120),Point Defense Ion Cannons (6)
3903,Imperial II-class Star Destroyer (120),Linked Turbolaser Towers (7)
3903,Imperial II-class Star Destroyer (120),Entrapment Formation! (5)
3904,Imperial Star Destroyer Kuat Refit (112),Sovereign (4)
3904,Imperial Star Destroyer Kuat Refit (112),Expert Shield Tech (5)
3904,Imperial Star Destroyer Kuat Refit (112),Local Fire Control (4)
3904,Imperial Star Destroyer Kuat Refit (112),Flak Guns (3)
3904,Imperial Star Destroyer Kuat Refit (112),Early Warning System (7)
3904,Imperial Star Destroyer Kuat Refit (112),Point Defense Ion Cannons (6)
3904,Imperial Star Destroyer Kuat Refit (112),Ordnance Pods (3)
3905,Gozanti-class Cruisers (23),Vector (2)
3905,Gozanti-class Cruisers (23),Darth Vader (4)
3905,Gozanti-class Cruisers (23),Parts Resupply (3)
3906,MC75 Ordnance Cruiser (95),Ezra Bridger (3)
3906,MC75 Ordnance Cruiser (95),Ordnance Experts (4)
3906,MC75 Ordnance Cruiser (95),Electronic Countermeasures (7)
3906,MC75 Ordnance Cruiser (95),External Racks (4)
3906,MC75 Ordnance Cruiser (95),Assault Concussion Missiles (5)
3907,MC30c Torpedo Frigate (63),Foresight (10)
3907,MC30c Torpedo Frigate (63),Ordnance Experts (4)
3907,MC30c Torpedo Frigate (63),Reinforced Blast Doors (5)
3907,MC30c Torpedo Frigate (63),External Racks (4)
3907,MC30c Torpedo Frigate (63),XI7 Turbolasers (6)
3908,MC30c Torpedo Frigate (63),Lando Calrissian (4)
3908,MC30c Torpedo Frigate (63),Ordnance Experts (4)
3908,MC30c Torpedo Frigate (63),Advanced Projectors (6)
3908,MC30c Torpedo Frigate (63),External Racks (4)
3908,MC30c Torpedo Frigate (63),XI7 Turbolasers (6)
3909,GR-75 Medium Transports (18),Bright Hope (2)
3909,GR-75 Medium Transports (18),Comms Net (2)
3910,Providence-class Carrier (102),Rune Haako (4)
3910,Providence-class Carrier (102),Thermal Shields (5)
3910,Providence-class Carrier (102),Reserve Hangar Deck (4)
3910,Providence-class Carrier (102),Ordnance Pods (3)
3910,Providence-class Carrier (102),Point Defense Ion Cannons (6)
3910,Providence-class Carrier (102),H9 Turbolasers (8)
3910,Providence-class Carrier (102),Intensify Firepower! (6)
3911,Munificent-class Star Frigate (73),Tikkes (2)
3911,Munificent-class Star Frigate (73),Projection Experts (6)
3911,Munificent-class Star Frigate (73),Thermal Shields (5)
3911,Munificent-class Star Frigate (73),Point Defense Ion Cannons (6)
3911,Munificent-class Star Frigate (73),Linked Turbolaser Towers (7)
3912,Munificent-class Star Frigate (73),Hondo Ohnaka (2)
3912,Munificent-class Star Frigate (73),Projection Experts (6)
3912,Munificent-class Star Frigate (73),Thermal Shields (5)
3912,Munificent-class Star Frigate (73),Point Defense Ion Cannons (6)
3912,Munificent-class Star Frigate (73),Linked Turbolaser Towers (7)
3913,MC75 Armored Cruiser (99),General Draven (20)
3913,MC75 Armored Cruiser (99),Mon Calamari Exodus Fleet (5)
3913,MC75 Armored Cruiser (99),Expert Shield Tech (5)
3913,MC75 Armored Cruiser (99),Weapons Battery Techs (4)
3913,MC75 Armored Cruiser (99),Proximity Mines (4)
3913,MC75 Armored Cruiser (99),Early Warning System (7)
3913,MC75 Armored Cruiser (99),External Racks (4)
3913,MC75 Armored Cruiser (99),Heavy Ion Emplacements (9)
3913,MC75 Armored Cruiser (99),H9 Turbolasers (8)
3914,MC75 Ordnance Cruiser (95),Mon Calamari Exodus Fleet (5)
3914,MC75 Ordnance Cruiser (95),Lando Calrissian (4)
3914,MC75 Ordnance Cruiser (95),Ordnance Experts (4)
3914,MC75 Ordnance Cruiser (95),Proximity Mines (4)
3914,MC75 Ordnance Cruiser (95),Early Warning System (7)
3914,MC75 Ordnance Cruiser (95),Assault Proton Torpedoes (4)
3914,MC75 Ordnance Cruiser (95),External Racks (4)
3915,GR-75 Medium Transports (18),Bright Hope (2)
3915,GR-75 Medium Transports (18),Ezra Bridger (3)
3915,GR-75 Medium Transports (18),Comms Net (2)
3916,GR-75 Medium Transports (18),Sabine Wren (4)
3916,GR-75 Medium Transports (18),Parts Resupply (3)
3917,Imperial I-class Star Destroyer (110),Emperor Palpatine (3)
3917,Imperial I-class Star Destroyer (110),Gunnery Team (7)
3917,Imperial I-class Star Destroyer (110),Boosted Comms (4)
3917,Imperial I-class Star Destroyer (110),Leading Shots (5)
3917,Imperial I-class Star Destroyer (110),Spinal Armament (9)
3918,Gladiator I-class Star Destroyer (56),Demolisher (10)
3918,Gladiator I-class Star Destroyer (56),Darth Vader (4)
3918,Gladiator I-class Star Destroyer (56),Ordnance Experts (4)
3918,Gladiator I-class Star Destroyer (56),Rapid Reload (4)
3919,Gladiator I-class Star Destroyer (56),Admiral Titus (2)
3919,Gladiator I-class Star Destroyer (56),Ordnance Experts (4)
3919,Gladiator I-class Star Destroyer (56),External Racks (4)
3920,Starhawk-class Battleship Mark I (140),Amity (6)
3920,Starhawk-class Battleship Mark I (140),Expert Shield Tech (5)
3920,Starhawk-class Battleship Mark I (140),Walex Blissex (5)
3920,Starhawk-class Battleship Mark I (140),Caitken and Shollan (6)
3920,Starhawk-class Battleship Mark I (140),Flak Guns (3)
3920,Starhawk-class Battleship Mark I (140),Point Defense Ion Cannons (6)
3920,Starhawk-class Battleship Mark I (140),Turbolaser Reroute Circuits (7)
3920,Starhawk-class Battleship Mark I (140),Magnite Crystal Tractor Beam Array (10)
3921,MC30c Torpedo Frigate (63),Ordnance Experts (4)
3922,GR-75 Medium Transports (18),Toryn Farr (7)
3922,GR-75 Medium Transports (18),Expanded Hangar Bay (5)
3922,GR-75 Medium Transports (18),Bomber Command Center (8)
3923,Nebulon-B Escort Frigate (57),Yavaris (5)
3923,Nebulon-B Escort Frigate (57),Flight Commander (3)
3923,Nebulon-B Escort Frigate (57),Auxiliary Shields Team (3)
3923,Nebulon-B Escort Frigate (57),Heavy Fire Zone (2)
3924,MC80 Assault Cruiser (110),Damage Control Officer (3)
3924,MC80 Assault Cruiser (110),Projection Experts (6)
3924,MC80 Assault Cruiser (110),Reactive Gunnery (4)
3924,MC80 Assault Cruiser (110),Electronic Countermeasures (7)
3924,MC80 Assault Cruiser (110),Heavy Fire Zone (2)
3925,GR-75 Medium Transports (18),Bright Hope (2)
3925,GR-75 Medium Transports (18),Wedge Antilles (4)
3925,GR-75 Medium Transports (18),Boosted Comms (4)
3925,GR-75 Medium Transports (18),Comms Net (2)
3926,Providence-class Dreadnought (97),Shu Mai (4)
3926,Providence-class Dreadnought (97),Flight Controllers (6)
3926,Providence-class Dreadnought (97),Expanded Hangar Bay (5)
3926,Providence-class Dreadnought (97),External Racks (4)
3926,Providence-class Dreadnought (97),Linked Turbolaser Towers (7)
3927,Hardcell-class Transport (47),Hondo Ohnaka (2)
3927,Hardcell-class Transport (47),Tikkes (2)
3927,Hardcell-class Transport (47),Comms Net (2)
3928,Hardcell-class Transport (47),Bomber Command Center (8)
3929,MC80 Battle Cruiser (103),Intel Officer (7)
3929,MC80 Battle Cruiser (103),Caitken and Shollan (6)
3929,MC80 Battle Cruiser (103),Point Defense Ion Cannons (6)
3929,MC80 Battle Cruiser (103),Spinal Armament (9)
3929,MC80 Battle Cruiser (103),Linked Turbolaser Towers (7)
3930,MC75 Ordnance Cruiser (95),Profundity (7)
3930,MC75 Ordnance Cruiser (95),Intel Officer (7)
3930,MC75 Ordnance Cruiser (95),Ordnance Experts (4)
3930,MC75 Ordnance Cruiser (95),Electronic Countermeasures (7)
3930,MC75 Ordnance Cruiser (95),External Racks (4)
3930,MC75 Ordnance Cruiser (95),Expanded Launchers (8)
3931,Hammerhead Torpedo Corvette (36),Garel's Honor (4)
3931,Hammerhead Torpedo Corvette (36),Intel Officer (7)
3931,Hammerhead Torpedo Corvette (36),Ordnance Experts (4)
3931,Hammerhead Torpedo Corvette (36),External Racks (4)
3932,MC30c Torpedo Frigate (63),Foresight (10)
3932,MC30c Torpedo Frigate (63),Expert Shield Tech (5)
3932,MC30c Torpedo Frigate (63),Ordnance Experts (4)
3932,MC30c Torpedo Frigate (63),Electronic Countermeasures (7)
3932,MC30c Torpedo Frigate (63),External Racks (4)
3932,MC30c Torpedo Frigate (63),H9 Turbolasers (8)
3933,MC30c Torpedo Frigate (63),Admonition (10)
3933,MC30c Torpedo Frigate (63),Lando Calrissian (4)
3933,MC30c Torpedo Frigate (63),Ordnance Experts (4)
3933,MC30c Torpedo Frigate (63),Advanced Projectors (6)
3933,MC30c Torpedo Frigate (63),External Racks (4)
3933,MC30c Torpedo Frigate (63),H9 Turbolasers (8)
3934,GR-75 Medium Transports (18),Bright Hope (2)
3934,GR-75 Medium Transports (18),Toryn Farr (7)
3935,GR-75 Medium Transports (18),Quantum Storm (1)
3935,GR-75 Medium Transports (18),Comms Net (2)
3936,Acclamator I-class Assault Ship (64),Nevoota Bee (5)
3936,Acclamator I-class Assault Ship (64),Ahsoka Tano (6)
3936,Acclamator I-class Assault Ship (64),Flight Controllers (6)
3936,Acclamator I-class Assault Ship (64),Boosted Comms (4)
3936,Acclamator I-class Assault Ship (64),Hyperspace Rings (3)
3936,Acclamator I-class Assault Ship (64),External Racks (4)
3936,Acclamator I-class Assault Ship (64),Quad Battery Turrets (5)
3937,Venator II-class Star Destroyer (100),Tranquility (7)
3937,Venator II-class Star Destroyer (100),Clone Captain Silver (4)
3937,Venator II-class Star Destroyer (100),Flight Controllers (6)
3937,Venator II-class Star Destroyer (100),Expanded Hangar Bay (5)
3937,Venator II-class Star Destroyer (100),Thermal Shields (5)
3937,Venator II-class Star Destroyer (100),External Racks (4)
3937,Venator II-class Star Destroyer (100),Linked Turbolaser Towers (7)
3938,Venator II-class Star Destroyer (100),Tranquility (7)
3938,Venator II-class Star Destroyer (100),Flight Controllers (6)
3938,Venator II-class Star Destroyer (100),Flag Bridge (0)
3938,Venator II-class Star Destroyer (100),Thermal Shields (5)
3938,Venator II-class Star Destroyer (100),Mercy Mission (5)
3939,Pelta-class Transport Frigate (45),Projection Experts (6)
3940,Pelta-class Transport Frigate (45),Projection Experts (6)
3941,Assault Frigate Mark II B (72),Gallant Haven (8)
3941,Assault Frigate Mark II B (72),Toryn Farr (7)
3941,Assault Frigate Mark II B (72),Boarding Troopers (3)
3941,Assault Frigate Mark II B (72),Reinforced Blast Doors (5)
3941,Assault Frigate Mark II B (72),Quad Battery Turrets (5)
3942,CR90 Corvette A (44),Jaina's Light (5)
3942,CR90 Corvette A (44),Hondo Ohnaka (2)
3942,CR90 Corvette A (44),Turbolaser Reroute Circuits (7)
3943,CR90 Corvette B (39),Tantive IV (3)
3943,CR90 Corvette B (39),Ahsoka Tano (2)
3943,CR90 Corvette B (39),Projection Experts (6)
3944,GR-75 Medium Transports (18),Bright Hope (2)
3944,GR-75 Medium Transports (18),Adar Tallon (10)
3944,GR-75 Medium Transports (18),Boosted Comms (4)
3944,GR-75 Medium Transports (18),Bomber Command Center (8)
3945,Onager-class Star Destroyer (120),Rakehell (4)
3945,Onager-class Star Destroyer (120),Governor Pryce (6)
3945,Onager-class Star Destroyer (120),Veteran Gunners (5)
3945,Onager-class Star Destroyer (120),Ordnance Experts (4)
3945,Onager-class Star Destroyer (120),Linked Turbolaser Towers (7)
3945,Onager-class Star Destroyer (120),Orbital Bombardment Particle Cannons (5)
3946,Imperial II-class Star Destroyer (120),Chimaera (4)
3946,Imperial II-class Star Destroyer (120),Admiral Ozzel (2)
3946,Imperial II-class Star Destroyer (120),Boarding Troopers (3)
3946,Imperial II-class Star Destroyer (120),Electronic Countermeasures (7)
3946,Imperial II-class Star Destroyer (120),Point Defense Ion Cannons (6)
3946,Imperial II-class Star Destroyer (120),Linked Turbolaser Towers (7)
3946,Imperial II-class Star Destroyer (120),Entrapment Formation! (5)
3947,Gozanti-class Cruisers (23),Darth Vader (4)
3947,Gozanti-class Cruisers (23),Reserve Hangar Deck (4)
3947,Gozanti-class Cruisers (23),Comms Net (2)
3948,Gozanti-class Cruisers (23),Hondo Ohnaka (2)
3948,Gozanti-class Cruisers (23),Comms Net (2)
3949,Recusant-class Support Destroyer (90),Patriot Fist (6)
3949,Recusant-class Support Destroyer (90),Tikkes (2)
3949,Recusant-class Support Destroyer (90),Flight Controllers (6)
3949,Recusant-class Support Destroyer (90),Expanded Hangar Bay (5)
3949,Recusant-class Support Destroyer (90),Boosted Comms (4)
3950,Hardcell-class Transport (47),Bomber Command Center (8)
3951,CR90 Corvette A (44),Jaina's Light (5)
3951,CR90 Corvette A (44),Turbolaser Reroute Circuits (7)
3952,CR90 Corvette A (44),Turbolaser Reroute Circuits (7)
3953,CR90 Corvette A (44),Turbolaser Reroute Circuits (7)
3954,CR90 Corvette A (44),Turbolaser Reroute Circuits (7)
3955,GR-75 Medium Transports (18),Boosted Comms (4)
3955,GR-75 Medium Transports (18),Munitions Resupply (3)
3956,Imperial Star Destroyer Cymoon 1 Refit (112),Captain Needa (2)
3956,Imperial Star Destroyer Cymoon 1 Refit (112),Gunnery Team (7)
3956,Imperial Star Destroyer Cymoon 1 Refit (112),XI7 Turbolasers (6)
3956,Imperial Star Destroyer Cymoon 1 Refit (112),Turbolaser Reroute Circuits (7)
3956,Imperial Star Destroyer Cymoon 1 Refit (112),Intensify Firepower! (6)
3957,Imperial Star Destroyer Kuat Refit (112),Avenger (5)
3957,Imperial Star Destroyer Kuat Refit (112),Emperor Palpatine (3)
3957,Imperial Star Destroyer Kuat Refit (112),Ordnance Experts (4)
3957,Imperial Star Destroyer Kuat Refit (112),Electronic Countermeasures (7)
3957,Imperial Star Destroyer Kuat Refit (112),Assault Proton Torpedoes (4)
3957,Imperial Star Destroyer Kuat Refit (112),Point Defense Ion Cannons (6)
3958,Raider I-class Corvette (44),Ordnance Experts (4)
3958,Raider I-class Corvette (44),Assault Proton Torpedoes (4)
3959,Gozanti-class Cruisers (23),Comms Net (2)
3960,Munificent-class Star Frigate (73),Reinforced Blast Doors (5)
3960,Munificent-class Star Frigate (73),Point Defense Ion Cannons (6)
3961,Recusant-class Light Destroyer (85),Boarding Troopers (3)
3961,Recusant-class Light Destroyer (85),Ordnance Pods (3)
3962,Recusant-class Light Destroyer (85),Boarding Troopers (3)
3962,Recusant-class Light Destroyer (85),Ordnance Pods (3)
3963,Munificent-class Star Frigate (73),Point Defense Ion Cannons (6)
3964,MC30c Torpedo Frigate (63),Foresight (10)
3964,MC30c Torpedo Frigate (63),Intel Officer (7)
3964,MC30c Torpedo Frigate (63),Ordnance Experts (4)
3964,MC30c Torpedo Frigate (63),Electronic Countermeasures (7)
3964,MC30c Torpedo Frigate (63),External Racks (4)
3964,MC30c Torpedo Frigate (63),XI7 Turbolasers (6)
3965,MC30c Torpedo Frigate (63),Admonition (10)
3965,MC30c Torpedo Frigate (63),Intel Officer (7)
3965,MC30c Torpedo Frigate (63),Ordnance Experts (4)
3965,MC30c Torpedo Frigate (63),Advanced Projectors (6)
3965,MC30c Torpedo Frigate (63),External Racks (4)
3965,MC30c Torpedo Frigate (63),XI7 Turbolasers (6)
3966,GR-75 Medium Transports (18),Bright Hope (2)
3966,GR-75 Medium Transports (18),Adar Tallon (10)
3966,GR-75 Medium Transports (18),Boosted Comms (4)
3967,GR-75 Medium Transports (18),Hondo Ohnaka (2)
3967,GR-75 Medium Transports (18),Boosted Comms (4)
3968,Imperial II-class Star Destroyer (120),Emperor Palpatine (3)
3968,Imperial II-class Star Destroyer (120),Flight Controllers (6)
3968,Imperial II-class Star Destroyer (120),Reserve Hangar Deck (4)
3969,Victory II-class Star Destroyer (80),Flight Controllers (6)
3969,Victory II-class Star Destroyer (80),Boosted Comms (4)
3970,Gozanti-class Cruisers (23),Reserve Hangar Deck (4)
3970,Gozanti-class Cruisers (23),Bomber Command Center (8)
3971,Imperial Star Destroyer Kuat Refit (112),Captain Needa (2)
3971,Imperial Star Destroyer Kuat Refit (112),Ordnance Experts (4)
3971,Imperial Star Destroyer Kuat Refit (112),Phylon Q7 Tractor Beams (6)
3971,Imperial Star Destroyer Kuat Refit (112),Electronic Countermeasures (7)
3971,Imperial Star Destroyer Kuat Refit (112),External Racks (4)
3971,Imperial Star Destroyer Kuat Refit (112),Point Defense Ion Cannons (6)
3972,Gladiator I-class Star Destroyer (56),Demolisher (10)
3972,Gladiator I-class Star Destroyer (56),Iden Versio (6)
3972,Gladiator I-class Star Destroyer (56),Ordnance Experts (4)
3972,Gladiator I-class Star Destroyer (56),External Racks (4)
3973,Venator II-class Star Destroyer {IMP} (100),Reeva Demesne (4)
3973,Venator II-class Star Destroyer {IMP} (100),Ordnance Experts (4)
3973,Venator II-class Star Destroyer {IMP} (100),Electronic Countermeasures (7)
3973,Venator II-class Star Destroyer {IMP} (100),Assault Concussion Missiles (5)
3973,Venator II-class Star Destroyer {IMP} (100),External Racks (4)
3973,Venator II-class Star Destroyer {IMP} (100),Linked Turbolaser Towers (7)
3974,Gozanti-class Cruisers (23),Darth Vader (4)
3974,Gozanti-class Cruisers (23),Parts Resupply (3)
3975,Raider I-class Corvette (44),Admiral Ozzel (20)
3975,Raider I-class Corvette (44),Corvus (2)
3975,Raider I-class Corvette (44),External Racks (4)
3976,Gladiator I-class Star Destroyer (56),Insidious (3)
3976,Gladiator I-class Star Destroyer (56),Taskmaster Grint (5)
3976,Gladiator I-class Star Destroyer (56),Ordnance Experts (4)
3976,Gladiator I-class Star Destroyer (56),Engine Techs (8)
3976,Gladiator I-class Star Destroyer (56),Assault Proton Torpedoes (4)
3977,Arquitens-class Light Cruiser (52),Dual Turbolaser Turrets (4)
3978,Raider I-class Corvette (44),Commander Woldar (4)
3978,Raider I-class Corvette (44),Flechette Torpedoes (3)
3979,Imperial Star Destroyer Kuat Refit (112),Commander Vanto (7)
3979,Imperial Star Destroyer Kuat Refit (112),Gunnery Team (7)
3979,Imperial Star Destroyer Kuat Refit (112),Electronic Countermeasures (7)
3979,Imperial Star Destroyer Kuat Refit (112),Assault Concussion Missiles (5)
3979,Imperial Star Destroyer Kuat Refit (112),Point Defense Ion Cannons (6)
3980,Gladiator I-class Star Destroyer (56),Demolisher (10)
3980,Gladiator I-class Star Destroyer (56),Ordnance Experts (4)
3980,Gladiator I-class Star Destroyer (56),Assault Concussion Missiles (5)
3981,Raider II-class Corvette (48),Corvus (2)
3981,Raider II-class Corvette (48),Disposable Capacitors (3)
3981,Raider II-class Corvette (48),Heavy Ion Emplacements (9)
3982,Raider II-class Corvette (48),Disposable Capacitors (3)
3982,Raider II-class Corvette (48),Heavy Ion Emplacements (9)
3983,Gozanti-class Cruisers (23),Comms Net (2)
3984,CR90 Corvette A (44),Reinforced Blast Doors (5)
3985,Assault Frigate Mark II B (72),Wing Commander (6)
3985,Assault Frigate Mark II B (72),Flight Controllers (6)
3985,Assault Frigate Mark II B (72),Boosted Comms (4)
3985,Assault Frigate Mark II B (72),Advanced Projectors (6)
3986,Assault Frigate Mark II B (72),Wing Commander (6)
3986,Assault Frigate Mark II B (72),Flight Controllers (6)
3986,Assault Frigate Mark II B (72),Boosted Comms (4)
3986,Assault Frigate Mark II B (72),Advanced Projectors (6)
3987,Star Dreadnought Assault Prototype (250),Ravager (4)
3987,Star Dreadnought Assault Prototype (250),Agent Kallus (3)
3987,Star Dreadnought Assault Prototype (250),Admiral Ozzel (2)
3987,Star Dreadnought Assault Prototype (250),Emperor Palpatine (3)
3987,Star Dreadnought Assault Prototype (250),Gunnery Team (7)
3987,Star Dreadnought Assault Prototype (250),Quad Laser Turrets (5)
3987,Star Dreadnought Assault Prototype (250),Point-Defense Reroute (5)
3987,Star Dreadnought Assault Prototype (250),Leading Shots (5)
3987,Star Dreadnought Assault Prototype (250),Ion Cannon Batteries (5)
3987,Star Dreadnought Assault Prototype (250),Quad Battery Turrets (5)
3987,Star Dreadnought Assault Prototype (250),Linked Turbolaser Towers (7)
3988,Gozanti-class Cruisers (23),Darth Vader (4)
3988,Gozanti-class Cruisers (23),Comms Net (2)
3989,Gozanti-class Cruisers (23),Comms Net (2)
3990,MC80 Star Cruiser (96),Mon Karren (6)
3990,MC80 Star Cruiser (96),Intel Officer (7)
3990,MC80 Star Cruiser (96),Gunnery Team (7)
3990,MC80 Star Cruiser (96),Leading Shots (5)
3990,MC80 Star Cruiser (96),Spinal Armament (9)
3990,MC80 Star Cruiser (96),XI7 Turbolasers (6)
3991,Hammerhead Torpedo Corvette (36),Garel's Honor (4)
3991,Hammerhead Torpedo Corvette (36),Ordnance Experts (4)
3991,Hammerhead Torpedo Corvette (36),External Racks (4)
3992,Hammerhead Torpedo Corvette (36),Ordnance Experts (4)
3992,Hammerhead Torpedo Corvette (36),External Racks (4)
3993,Hammerhead Torpedo Corvette (36),Ordnance Experts (4)
3993,Hammerhead Torpedo Corvette (36),External Racks (4)
3994,GR-75 Medium Transports (18),Comms Net (2)
3995,Arquitens-class Light Cruiser (52),Redundant Shields (8)
3996,Gladiator I-class Star Destroyer (56),Demolisher (10)
3996,Gladiator I-class Star Destroyer (56),Ordnance Experts (4)
3997,Munificent-class Comms Frigate (70),Tide of Progress XII (2)
3997,Munificent-class Comms Frigate (70),Rune Haako (4)
3997,Munificent-class Comms Frigate (70),Auxiliary Shields Team (3)
3997,Munificent-class Comms Frigate (70),Reserve Hangar Deck (4)
3997,Munificent-class Comms Frigate (70),Point Defense Ion Cannons (6)
3997,Munificent-class Comms Frigate (70),Linked Turbolaser Towers (7)
3998,Recusant-class Light Destroyer (85),Patriot Fist (6)
3998,Recusant-class Light Destroyer (85),Tikkes (2)
3998,Recusant-class Light Destroyer (85),Ordnance Experts (4)
3998,Recusant-class Light Destroyer (85),Assault Proton Torpedoes (4)
3998,Recusant-class Light Destroyer (85),Swivel-Mount Batteries (8)
3999,Hardcell-class Battle Refit (50),Hondo Ohnaka (2)
3999,Hardcell-class Battle Refit (50),Reserve Hangar Deck (4)
3999,Hardcell-class Battle Refit (50),Linked Turbolaser Towers (7)
4000,Hardcell-class Battle Refit (50),Reserve Hangar Deck (4)
4000,Hardcell-class Battle Refit (50),Linked Turbolaser Towers (7)
4001,Recusant-class Light Destroyer (85),Patriot Fist (6)
4001,Recusant-class Light Destroyer (85),Tikkes (2)
4001,Recusant-class Light Destroyer (85),Ordnance Experts (4)
4001,Recusant-class Light Destroyer (85),Reserve Hangar Deck (4)
4001,Recusant-class Light Destroyer (85),Assault Proton Torpedoes (4)
4001,Recusant-class Light Destroyer (85),Swivel-Mount Batteries (8)
4002,Hardcell-class Battle Refit (50),Reserve Hangar Deck (4)
4003,Hardcell-class Transport (47),Slicer Tools (7)
4004,Hardcell-class Transport (47),Parts Resupply (3)
4005,Imperial Star Destroyer Cymoon 1 Refit (112),Minister Tua (2)
4005,Imperial Star Destroyer Cymoon 1 Refit (112),Sensor Team (5)
4005,Imperial Star Destroyer Cymoon 1 Refit (112),Electronic Countermeasures (7)
4005,Imperial Star Destroyer Cymoon 1 Refit (112),Linked Turbolaser Towers (7)
4005,Imperial Star Destroyer Cymoon 1 Refit (112),Quad Turbolaser Cannons (10)
4006,Onager-class Testbed (116),Governor Pryce (6)
4006,Onager-class Testbed (116),Ordnance Experts (4)
4006,Onager-class Testbed (116),Sensor Team (5)
4006,Onager-class Testbed (116),Orbital Bombardment Particle Cannons (5)
4007,Gozanti-class Cruisers (23),Darth Vader (4)
4007,Gozanti-class Cruisers (23),Comms Net (2)
4008,Providence-class Carrier (102),Rune Haako (4)
4008,Providence-class Carrier (102),Reinforced Blast Doors (5)
4008,Providence-class Carrier (102),Intensify Firepower! (6)
4009,Recusant-class Light Destroyer (85),Patriot Fist (6)
4009,Recusant-class Light Destroyer (85),Shu Mai (4)
4009,Recusant-class Light Destroyer (85),Ordnance Experts (4)
4009,Recusant-class Light Destroyer (85),Assault Proton Torpedoes (4)
4009,Recusant-class Light Destroyer (85),Swivel-Mount Batteries (8)
4010,Hardcell-class Transport (47),Beast of Burden (6)
4010,Hardcell-class Transport (47),Munitions Resupply (3)
4011,Hardcell-class Transport (47),Hondo Ohnaka (2)
4011,Hardcell-class Transport (47),Parts Resupply (3)
4012,Venator II-class Star Destroyer (100),Tranquility (7)
4012,Venator II-class Star Destroyer (100),Clone Captain Zak (5)
4012,Venator II-class Star Destroyer (100),Clone Gunners (4)
4012,Venator II-class Star Destroyer (100),Flag Bridge (0)
4012,Venator II-class Star Destroyer (100),Thermal Shields (5)
4012,Venator II-class Star Destroyer (100),External Racks (4)
4012,Venator II-class Star Destroyer (100),Linked Turbolaser Towers (7)
4012,Venator II-class Star Destroyer (100),Mercy Mission (5)
4013,Pelta-class Transport Frigate (45),Projection Experts (6)
4013,Pelta-class Transport Frigate (45),Munitions Resupply (3)
4014,Pelta-class Transport Frigate (45),Auxiliary Shields Team (3)
4014,Pelta-class Transport Frigate (45),Slicer Tools (7)
4015,Consular-class Armed Cruiser (37),Radiant VII (1)
4015,Consular-class Armed Cruiser (37),Hondo Ohnaka (2)
4015,Consular-class Armed Cruiser (37),Parts Resupply (3)
4016,Star Dreadnought Assault Prototype (250),Ravager (4)
4016,Star Dreadnought Assault Prototype (250),Commander Vanto (7)
4016,Star Dreadnought Assault Prototype (250),Emperor Palpatine (3)
4016,Star Dreadnought Assault Prototype (250),Agent Kallus (3)
4016,Star Dreadnought Assault Prototype (250),Gunnery Team (7)
4016,Star Dreadnought Assault Prototype (250),Quad Laser Turrets (5)
4016,Star Dreadnought Assault Prototype (250),Point-Defense Reroute (5)
4016,Star Dreadnought Assault Prototype (250),Leading Shots (5)
4016,Star Dreadnought Assault Prototype (250),NK-7 Ion Cannons (6)
4016,Star Dreadnought Assault Prototype (250),Linked Turbolaser Towers (7)
4016,Star Dreadnought Assault Prototype (250),Quad Battery Turrets (5)
4017,Gozanti-class Cruisers (23),Admiral Titus (2)
4017,Gozanti-class Cruisers (23),Repair Crews (3)
4018,Gozanti-class Cruisers (23),Hondo Ohnaka (2)
4018,Gozanti-class Cruisers (23),Repair Crews (3)
4019,MC80 Star Cruiser (96),Mon Karren (6)
4019,MC80 Star Cruiser (96),Caitken and Shollan (6)
4019,MC80 Star Cruiser (96),Engine Techs (8)
4019,MC80 Star Cruiser (96),SW-7 Ion Batteries (5)
4019,MC80 Star Cruiser (96),Spinal Armament (9)
4019,MC80 Star Cruiser (96),XI7 Turbolasers (6)
